name,location,length,gain,highpoint,rating,description
Grand Valley,Olympic Peninsula -- Northern Coast,"7.9 miles, roundtrip",2080,6450.0,4.25,"The Grand Valley Loop is a great option, combining a ridge walk with sections along both Grand Creek Valley and Badger Valley."
Halliday,Eastern Washington -- Selkirk Range,"8.4 miles, roundtrip",2000,4800.0,3.67,"The Halliday trail is certainly no holiday, but tackling this steep, infrequently maintained trail means you will get quite the workout, and have the opportunity to experience the varying terrain and environments of the Colville National Forest."
Griff Creek,Olympic Peninsula -- Northern Coast,"5.6 miles, roundtrip",2800,3200.0,4.00,The trailhead for Griff Creek is behind the Elwha River washout and is inaccessible.
Golden Horn - Snowy Lakes,North Cascades -- North Cascades Highway - Hwy 20,"23.0 miles, roundtrip",2700,6900.0,3.75,"Experience the Pacific Crest Trail at its finest. This backpacking trip takes you across four passes to two lovely alpine lakes in the shadow of Golden Horn, Tower Mountain and Mount Hardy."
Gothic Basin,North Cascades -- Mountain Loop Highway,"9.2 miles, roundtrip",2840,5200.0,4.54,"Rough and tumble is the trail, just like the miners that constructed this path. Though not always easy, the ascent to Gothic Basin, has tremendous rewards. Early on, one simply meanders along side the relentless South Fork of the Sauk. Quickly though this trail will turn to a no-nonsense bee-line to the basin with waterfalls, flowers, and views of the surrounding mountains to keep one distracted. The ultimate rewards come to those who have enough strength to explore the basin after the ascent."
Hannegan Pass and Peak,North Cascades -- Mount Baker Area,"10.4 miles, roundtrip",3100,6200.0,4.35,"The wide-open trail to Hannegan Pass and Hannegan Peak offers spectacular mountain views, glorious alpine wildflowers, waterfalls and glaciers. Choose to hike to 5050 foot Hannegan Pass (about 8 miles roundtrip) or press on to the 6200 foot summit of Hannegan Peak -- 10.6 miles roundtrip."
Gee Point,North Cascades -- Mountain Loop Highway,"3.0 miles, roundtrip",700,4974.0,3.20,"A mix of light bushwhacking and free-and-easy rambling, Gee Point is a quick hike into some of the prettiest—and least-known—country anywhere in the Cascade Range."
Fortune Ponds,Central Cascades -- Stevens Pass - West,"13.0 miles, roundtrip",2700,4700.0,2.20,"Not traveled by the masses, the Meadow Creek trail provides plenty of solitude as you gently climb through old burn and old growth to heather slopes, blueberry patches, and snow-fed lakes near the Cascade Crest."
Glacier Basin,Mount Rainier Area -- NE - Sunrise/White River,"6.5 miles, roundtrip",1600,5900.0,4.15,"Floods in 2006 severely damaged the Glacier Basin trail, but after four years of work, WTA completed a new trail in Glacier Basin at Mount Rainier National Park in the summer of 2011. Since then, hikers of all stripes have had the pleasure of enjoying a brand-new route to one of the mountain's most iconic glaciers on an easy-to-hike trail."
Ginkgo Petrified Forest Interpretive Trails,Central Washington -- Potholes Region,"3.0 miles, roundtrip",200,2600.0,2.91,"One of the largest petrified forests on the planet sits in the center of Washington State. The ancient trees were mineralized into rock during the great lava flows that swept the inland Northwest. In addition to petrified ginkgos (one of the oldest tree species in the world), the ""rock forest"" includes mineralized Douglas fir, spruce, walnut, and elm."
Ginkgo Petrified Forest State Park Backcountry,Central Washington -- Yakima,"5.0 miles, roundtrip",550,1200.0,2.00,Gingko Petrified Forest State Park presents a unique look at Central Washington's shrub–steppe. The real experience comes from exploring its backcountry.
Gazzam Lake Nature Preserve,Puget Sound and Islands -- Seattle-Tacoma Area,"6.8 miles, roundtrip",500,380.0,4.00,"An easy route with a challenging finish, the main trail through Gazzam Lake Nature Preserve meanders through second-growth forest on Bainbridge Island, plunging down its finish at a small, scenic section of rocky beach."
Frenchman Coulee,Central Washington -- Potholes Region,"4.0 miles, roundtrip",200,1000.0,2.82,"Vantage is primarily a destination for rock climbers, with the fascinating rock formations of the Gorge making for a great challenge to those wishing to hone their belaying skills. But nearby Frenchman Coulee allows hikers to enjoy the same surroundings with both feet planted firmly on the ground."
Elwha River and Geyser Valley,Olympic Peninsula -- Northern Coast,"7.8 miles, roundtrip",600,1300.0,2.80,"Follow in the footsteps of the intrepid Press Expedition while enjoying the natural beauty, local history and wildlife along the Olympic Peninsula’s Elwha River."
Goat Peak Lookout,North Cascades -- Methow/Sawtooth,"3.7 miles, roundtrip",1400,7001.0,3.39,"Views of majestic peaks and the vibrant golden hues of larches come autumn - Goat Peak Lookout offers both, as well as the commanding views you'd expect of a working fire lookout. Though steep at times, the trail's short length makes it a perfect hike to introduce kids and newer hikers to the grandeur of the Methow and North Cascades."
Goat Mountain,North Cascades -- Mount Baker Area,"8.2 miles, roundtrip",3100,5600.0,4.16,"From the top, you’ll marvel at vistas of icy peaks including Mounts Baker, Shuksan and Sefrit. Big alpine meadows with plenty of huckleberries in the fall!"
Fourth of July Pass via Thunder Creek,North Cascades -- North Cascades Highway - Hwy 20,"11.2 miles, roundtrip",2400,3600.0,3.31,"There are two ways to attain Fourth of July Pass - from Thunder Creek or from Panther Creek. Both offer wonderful opportunities to travel along burbling, blue-green creeks, but access via Thunder Creek is truly stunning. Make it an out-and-back or stash a second car for a traverse."
Frog Lake,North Cascades -- Mountain Loop Highway,"2.0 miles, roundtrip",357,1009.0,1.75,"Short, easy hike with beautiful trees, goes up to a lake full of tadpoles/frogs. Foliage and spiderwebs can get in the way, so bring a stick."
Freezeout Ridge,North Cascades -- Pasayten,"7.4 miles, roundtrip",1040,7700.0,2.67,The Freezeout Ridge trail is located in the Okanogan-Wenatchee National Forest
Falls Creek,Central Cascades -- Blewett Pass,"8.0 miles, roundtrip",3000,6100.0,4.25,"This trail is unmaintained and has no trailhead of its own, but rather is reached by using the Ingalls Creek Trail and the rarely used or maintained Etienne Creek Trail."
Elwha To Hurricane Hill,Olympic Peninsula -- Northern Coast,"11.6 miles, roundtrip",5248,5650.0,3.00,Climb steeply out of the Elwha River Valley to impressive views of the Bailey Range and wide-open meadows on this trail that accesses Hurricane Hill the back way.
Fishtrap Lake - Scroggie Loop,Eastern Washington -- Spokane Area/Coeur d'Alene,"3.0 miles, roundtrip",200,2260.0,2.50,"An excellent hike for wildlife and wildflowers, the Scroggie Loop curves through open terrain, Ponderosa pines, and wetlands -- a wide variety of desert country just west of Spokane."
Elwha River and Lillian River,Olympic Peninsula -- Northern Coast,"13.5 miles, roundtrip",1200,2500.0,4.17,"Take a long, rolling trail deep into quiet forest. Admire enormous trees, see a historic cabin, and find true solitude on the banks of Lillian River."
Fisher Creek,North Cascades -- North Cascades Highway - Hwy 20,"14.0 miles, roundtrip",4000,6560.0,2.83,"Following a meandering path along a valley floor and then steeply up to a broad pass, the Fisher Creek Trail is part of a 14 mile traverse of breathtaking high mountain scenery through the eastern side of the North Cascades National Park."
Fort Flagler State Park,Olympic Peninsula -- Hood Canal,"5.0 miles, roundtrip",150,150.0,2.62,Fort Flagler State Park is one of five impressive military installations that were established in close proximity to protect Puget Sound from invaders during times of war.
Estes Butte,Central Cascades -- Stevens Pass - East,"8.4 miles, roundtrip",2900,5400.0,2.00,"This is a relativity little-used trail that offers great views down into the Chiwawa Valley with a backdrop of the Chiwawa Ridge and the Entiat Range from a former lookout site. Follow it through a forest of Douglas-fir, grand fir, Western hemlock and several species of pines and big leaf maple. This is a very dry trail with a southwest exposure so bring plenty of water with you."
Elk Lakes,Olympic Peninsula -- Hood Canal,"4.9 miles, roundtrip",400,1200.0,2.40,"This hiker-only trail makes for a quick way to sample the ecosystem on the east slope of the Olympic mountains. Plus, it's a decent starter backpacking trip for kids and makes for a nice day for birdwatchers."
Evergreen Mountain Lookout,Central Cascades -- Stevens Pass - West,"2.8 miles, roundtrip",1425,5587.0,3.90,"A short but stiff climb through an old burn, old growth forest, and alpine meadows to a restored fire lookout standing sentinel over the western flanks of the Wild Sky Wilderness."
Emmons Moraine,Mount Rainier Area -- NE - Sunrise/White River,"3.0 miles, roundtrip",900,5200.0,3.82,This short trail crosses the Inter Fork of the White River to views of The Mountain's largest glacier and the valley carved by this river of ice.
Fisher Lake,Central Cascades -- Stevens Pass - West,"10.0 miles, roundtrip",1580,5171.0,3.60,"This is a large lake hidden just south of Tonga Ridge in the Alpine Lakes Wilderness. Reached by a brushy, boot-beaten fisherman's path, it is less visited than many lakes in the area, but the route is marked on the map, and if you are willing to put up with a bit of inconvenience, this makes a nice day hike or overnight."
Forest Lake,Mount Rainier Area -- NE - Sunrise/White River,"5.0 miles, roundtrip",1000,6800.0,4.00,A short trail near Sunrise visitor center.
Ferguson Lake Trail,North Cascades -- Pasayten,"4.0 miles, roundtrip",1580,6631.0,3.83,"The trail to Ferguson Lake once was a loop trail that skirted Wildcat Mountain and followed Eureka Creek. Now, it is only maintained to the junction with Trail 474A, which leads to Fred's Lake then to Ferguson Lake."
Flat Creek,Central Cascades -- Entiat Mountains/Lake Chelan,"11.0 miles, roundtrip",500,2000.0,2.75,"Flat Creek is a short day hike out of the Flat Creek Campground on the old Stehekin Valley Road. However, to get to the Stehekin road is a day or more trip, so you'll need to plan more than one day for this trip."
Marmot Pass via Upper Dungeness River Trail,Olympic Peninsula -- Hood Canal,"16.2 miles, roundtrip",3500,6000.0,4.19,"The Upper Dungeness Trail is a gateway trail. It is not only a great hike all by itself --on the way to its end at Marmot Pass it links to other high reward hikes in the northeast Olympics – Royal Basin, Goat Lake, Heather Creek, and Home Lake. From Marmot Pass one can continue to either the Upper Big Quilcene or Tubal Cain Trail."
Driveway Butte,North Cascades -- North Cascades Highway - Hwy 20,"8.6 miles, roundtrip",3030,5982.0,3.40,"Spring, summer, and fall all beckon hikers up the slopes of Delancy Ridge toward Driveway Butte, attracted by the views, seasonal flowers, or just a hard workout. The trail tells the tale to two forests, a mature pine forest in the first half and a forest recovering from fire in the second."
Eagle Creek,North Cascades -- Methow/Sawtooth,"7.3 miles, one-way",4250,7250.0,2.71,"This valley trail in the forest gradually climbs 5 miles to a junction with a side trail to nearby Silver Lake. Beyond the junction, the main trail climbs 3 more miles through alpine meadows and forest to views at Eagle Pass."
