homelon;homelat;homecontinent;n
30.53;-25.57;Africa;13
30.71;36.9;Europe;12
30.79;-29.77;Africa;2
30.8;26.82;Africa;11
30.91;-29.88;Africa;2
30.97;-25.48;Africa;3
31.02;-29.86;Africa;248
31.03;-17.83;Africa;4
31.04;-29.87;NA;3
31.07;-29.73;Africa;2
31.13;29.98;Africa;2
31.14;-26.31;Africa;2
31.17;48.38;Europe;45
31.21;-29.54;NA;2
31.21;30.01;Africa;3
31.21;30.04;Africa;2
31.22;-29.44;Africa;11
31.24;-29.49;Africa;13
31.24;30.04;Africa;19
31.34;30.1;Africa;9
31.47;-26.52;Africa;2
31.89;-28.75;Africa;6
32.04;-28.78;Africa;2
32.58;0.35;Africa;6
32.61;-25.89;Africa;2
32.62;35.18;NA;2
32.66;39.98;Europe;4
32.86;39.93;Europe;14
33.07;34.69;Europe;3
33.08;68.96;Europe;2
33.38;35.19;Europe;2
33.43;35.13;Europe;22
33.6;44.86;Europe;5
33.81;27.26;NA;11
33.92;35.11;Europe;3
33.99;26.85;NA;8
34.51;-8.78;Africa;9
34.51;28.51;NA;11
34.57;31.67;Europe;4
34.78;32.09;Europe;85
34.84;32.11;Europe;84
34.84;32.16;Europe;40
34.84;32.28;Europe;2
34.85;31.05;Europe;160
34.9;36.92;Europe;8
34.99;32.79;NA;6
35.21;31.77;Europe;6
35.24;38.96;Europe;90
35.42;45.08;Europe;5
35.5;33.89;NA;2
35.53;-18.67;Africa;2
35.86;33.85;Asia;15
35.92;56.86;Europe;2
35.93;31.95;Asia;2
35.94;31.95;Asia;10
36.23;49.99;Europe;3
36.23;50.02;Europe;6
36.24;30.59;Asia;2
36.29;54.55;Europe;2
36.34;41.28;Europe;3
36.82;-1.29;Africa;79
37.49;56.02;Europe;2
37.54;47.1;Europe;6
37.62;55.76;Europe;180
37.63;55.78;Europe;2
37.8;48.02;Europe;2
37.91;-0.02;Africa;2
38.01;55.74;Europe;3
38.49;48.95;Europe;2
38.99;45.04;Europe;2
39;34.8;Asia;2
39.16;21.52;Asia;2
39.17;21.56;Asia;3
39.21;-6.79;Africa;9
39.24;21.29;Asia;10
39.57;24.52;Asia;2
39.7;47.24;Europe;7
39.71;45.64;Europe;60
39.73;43.6;Europe;3
39.86;21.39;Asia;4
39.86;50.86;Europe;3
41.93;37.93;Europe;2
42.55;29.3;Asia;7
42.95;36.87;Asia;2
43.44;41.8;Europe;2
43.51;29.64;Asia;2
43.68;33.22;Asia;5
44.01;36.21;Asia;2
44.36;33.31;Asia;8
44.5;40.18;Europe;3
45.04;40.07;Europe;5
45.08;23.89;Asia;37
45.17;-12.83;Europe;3
46.67;34.46;Asia;2
46.68;24.71;Asia;17
46.68;39.88;Europe;2
46.87;-18.77;Africa;4
47.48;29.31;Asia;50
47.58;40.14;Europe;2
47.94;29.26;Asia;2
48.07;29.28;Asia;3
49.07;55.83;Europe;4
49.29;-12.32;Africa;5
49.87;40.41;Europe;4
49.98;26.39;Asia;6
50.56;26.07;Asia;13
50.68;22.3;Asia;2
51.18;25.35;Asia;4
51.39;35.69;Asia;6
51.53;25.29;Asia;21
51.55;25.37;NA;5
53.69;32.43;Asia;21
53.85;23.42;Asia;12
54.38;24.45;Asia;10
55.14;27.14;Asia;15
55.17;25.22;NA;69
55.17;25.23;NA;4
55.21;25.17;NA;2
55.27;25.2;Asia;134
55.29;-21.17;NA;4
55.3;-20.99;Europe;4
55.34;-21.05;Europe;41
55.4;24.98;Asia;3
55.42;25.35;Asia;9
55.46;-20.89;Europe;18
55.48;-20.9;Europe;11
55.49;-4.68;Africa;9
55.51;25.41;Asia;2
55.54;-21.12;Europe;39
55.56;-21.22;Europe;2
55.6;-21.1;Europe;2
55.66;-20.96;Europe;3
55.8;24.13;Asia;4
55.83;-4.36;NA;2
55.85;-4.37;NA;7
55.97;54.74;Europe;4
55.98;21.47;Asia;5
56.02;25.87;Asia;2
56.27;58.03;Europe;3
57.38;-20.34;Africa;8
57.54;22.86;Asia;2
57.55;-20.35;Africa;58
58.41;23.59;Asia;6
58.84;36.28;Asia;3
59.62;36.26;Asia;3
60.61;56.84;Europe;3
61.44;55.16;Europe;2
61.86;37.61;Asia;9
65.26;58.04;Europe;2
65.53;57.16;Europe;5
66.92;48.02;Asia;4
67.01;24.86;Asia;31
67.21;24.94;Asia;2
67.71;33.94;Asia;2
68.52;25.89;Asia;2
69.21;34.56;Asia;6
69.35;30.38;Asia;45
69.41;24.63;Asia;16
69.74;23.99;Asia;2
70.46;21.52;Asia;6
71.19;22.26;Asia;4
71.43;51.16;Asia;6
71.47;30.2;Asia;2
72.38;24.22;Asia;2
72.54;23.09;Asia;4
72.57;23.02;Asia;62
72.64;23.21;Asia;2
72.64;23.22;Asia;2
72.71;31.17;Asia;2
72.83;21.17;Asia;4
72.84;18.99;Asia;5
72.84;19.19;Asia;4
72.86;22.69;Asia;2
72.88;19.08;Asia;142
72.9;19.08;Asia;2
72.99;19.14;Asia;4
73.04;33.6;Asia;4
73.08;31.42;Asia;3
73.09;33.73;Asia;15
73.32;54.99;Europe;5
73.49;3.95;NA;3
73.51;4.18;Asia;6
73.51;18.76;Asia;9
73.52;4.18;Asia;2
73.54;1.98;NA;150
73.65;4.37;NA;2
73.82;18.58;Asia;5
73.86;18.52;Asia;17
74.12;15.3;Asia;21
74.24;16.7;Asia;18
74.36;31.55;Asia;25
74.53;32.49;Asia;2
74.86;12.91;Asia;8
74.87;12.96;Asia;2
74.98;35.8;Asia;2
74.99;12.51;Asia;2
75.21;12.11;Asia;2
75.71;19.75;Asia;7
75.78;23.18;Asia;2
75.79;26.91;Asia;18
75.8;26.88;Asia;2
75.86;22.72;Asia;3
75.86;30.9;Asia;4
75.95;17.78;Asia;6
76.27;9.93;NA;6
76.27;10.85;Asia;2
76.32;10.01;Asia;8
76.4;10.19;Asia;2
76.46;15.34;Asia;2
76.56;18.41;Asia;2
76.61;28.9;Asia;2
76.65;30.72;Asia;2
76.66;12.33;Asia;2
76.72;8.74;Asia;3
76.78;30.73;Asia;8
76.85;43.22;Asia;2
76.96;11.02;Asia;4
76.98;8.47;Asia;2
77.03;28.46;Asia;11
77.09;28.47;Asia;4
77.1;28.7;Asia;43
77.17;31.1;Asia;7
77.19;28.59;Asia;2
77.21;28.57;Asia;2
77.21;28.61;Asia;99
77.22;28.64;Asia;3
77.28;28.63;Asia;3
77.34;28.6;Asia;8
77.35;11.11;Asia;16
77.39;28.54;Asia;2
77.44;23.23;Asia;2
77.5;17.91;Asia;2
77.55;13.05;Asia;8
77.56;11.43;Asia;2
77.59;12.97;Asia;85
77.64;12.91;Asia;2
77.64;13.01;Asia;2
77.71;29;Asia;2
77.72;12.98;Asia;4
77.76;8.71;Asia;2
78.05;9.93;Asia;3
78.49;17.39;Asia;33
78.55;14.75;Asia;2
78.62;12.7;Asia;2
78.66;11.13;Asia;2
78.77;28.84;Asia;9
78.96;20.59;Asia;179
79;26.81;Asia;2
79.07;21.05;Asia;2
79.09;21.15;Asia;5
79.43;28.37;Asia;4
79.6;17.98;Asia;2
79.74;15.91;Asia;2
79.76;8.23;NA;37
79.84;8.04;Asia;2
79.86;6.93;Asia;16
79.97;7.06;Asia;5
79.99;12.88;Asia;2
80.2;13.04;Asia;2
80.22;6.05;Asia;33
80.23;13.04;Asia;2
80.25;6.02;NA;3
80.25;13;Asia;6
80.27;13.08;Asia;34
80.28;13.06;Asia;2
80.29;13.1;Asia;6
80.37;6;Asia;4
80.44;5.97;Asia;4
80.63;7.29;Asia;2
80.77;7.87;Asia;106
80.95;26.85;Asia;2
80.98;26.87;Asia;2
81.63;21.25;Asia;4
81.83;-33.14;NA;18
81.85;25.44;Asia;2
81.99;25.92;Asia;2
82.3;19.5;Asia;2
82.39;25.76;Asia;4
82.97;25.32;Asia;25
83.22;17.69;Asia;9
84.12;28.39;Asia;5
84.41;20.16;Asia;3
84.44;26.47;Asia;2
84.99;56.5;Europe;8
85.1;20.95;Asia;7
85.12;20.91;Asia;2
85.31;23.34;Asia;5
85.32;27.72;Asia;3
85.37;23.69;Asia;27
85.6;20.65;Asia;2
85.82;20.3;Asia;155
85.88;20.46;Asia;2
85.93;22.06;Asia;2
86.06;55.35;Europe;4
86.42;-29.01;NA;2
86.64;21.08;Asia;3
86.69;27.24;Asia;2
87.33;25.85;Asia;4
87.68;23.95;Asia;2
87.85;22.99;Asia;3
88.36;22.57;Asia;36
88.38;22.54;Asia;2
88.46;27.09;Asia;2
88.48;22.58;Asia;2
88.72;26.51;Asia;6
90.36;23.68;Asia;10
90.41;23.81;Asia;32
91.43;53.72;Europe;4
91.74;26.14;Asia;3
91.81;22.35;Asia;3
92.01;21.44;NA;3
93.75;25.86;Asia;2
95.92;2.78;Asia;4
95.96;21.92;Asia;2
96.75;4.7;Asia;7
97.84;0.61;Asia;4
98.3;7.91;Asia;2
98.33;7.78;NA;2
98.34;7.95;Asia;24
98.67;3.6;Asia;4
98.68;3.59;Asia;2
98.92;-1.43;Asia;33
99.04;18.85;Asia;15
99.2;61.01;Europe;5
100.01;9.51;Asia;4
100.42;-0.95;Asia;3
100.43;13.81;Asia;10
100.5;13.76;Asia;50
100.53;13.73;Asia;4
100.54;13.78;Asia;2
100.55;13.68;Asia;3
100.55;13.8;Asia;10
100.57;13.83;Asia;2
100.62;34.05;Asia;15
100.68;13.79;Asia;7
100.75;13.69;Asia;6
100.88;12.93;NA;5
100.98;13.36;Asia;2
100.99;15.87;Asia;54
101.34;-0.59;Asia;87
101.52;3.07;Asia;4
101.6;56.17;Europe;4
101.63;3.13;Asia;2
101.65;3.14;Asia;12
101.66;2.98;Asia;9
101.66;3.56;Asia;28
101.67;3.2;Asia;2
101.68;3.13;Asia;5
101.69;3.14;Asia;20
101.73;3.28;Asia;2
101.98;4.21;Asia;40
102.2;5.53;Asia;4
102.24;2.19;NA;3
102.71;0.51;Asia;37
102.82;16.43;Asia;3
103.14;5.33;Asia;2
103.22;3.76;Asia;2
103.33;3.81;Asia;3
103.66;1.53;Asia;2
103.76;1.49;Asia;5
103.82;1.35;Asia;96
103.84;1.3;Asia;7
103.84;1.36;Asia;2
103.85;1.29;Asia;2
103.85;46.86;Asia;2
103.86;1.3;Asia;2
103.86;1.35;Asia;8
103.88;1.36;Asia;2
103.91;1.31;Asia;3
103.93;-5.19;Asia;2
104.2;35.86;Asia;21
104.78;-2.98;Asia;3
104.89;11.54;Asia;5
104.99;12.57;Asia;7
105.32;61.52;Europe;97
105.41;-4.56;Asia;2
105.69;-10.45;Australia;4
105.8;15.12;Asia;283
105.83;21.03;Asia;3
106.3;9.81;Asia;2
106.42;47.21;Asia;2
106.5;29.61;Asia;2
106.53;38.79;Asia;108
106.54;-6.98;Asia;6
106.63;-6.55;Asia;2
106.63;10.82;Asia;23
106.65;-6.2;Asia;5
106.71;-6.28;Asia;2
106.72;10.73;Asia;2
106.76;-6.41;Asia;2
106.79;-6.4;Asia;2
106.8;-6.25;Asia;2
106.81;-6.6;Asia;13
106.81;-6.26;Asia;9
106.82;-6.17;Asia;41
106.83;-6.19;Asia;4
106.86;-6.36;Asia;2
106.87;-6.18;Asia;11
106.9;-6.23;Asia;2
106.92;-6.23;Asia;3
106.96;-6.4;Asia;2
106.98;-6.24;Asia;2
107.2;-7.36;Asia;4
107.61;51.82;Europe;2
107.62;-6.92;Asia;110
107.67;-7.09;Asia;9
107.8;-7.09;Asia;2
107.82;-7.32;Asia;2
108.28;14.06;Asia;39
108.29;10.93;NA;4
108.5;-7.75;Asia;4
109.34;-0.03;Asia;2
110.28;52.2;Europe;2
110.36;-7.79;Asia;2
110.36;1.55;Asia;2
110.37;-7.8;Asia;55
110.37;-7.79;Asia;3
110.43;-7.78;Asia;2
110.44;-7.01;Asia;4
110.62;-8.03;Asia;3
110.69;-6.88;Asia;2
110.84;-7.54;Asia;2
111.07;-6.58;Asia;2
111.96;-8.09;Asia;2
112.24;-7.54;Asia;3
112.63;-7.97;Asia;11
112.67;-7.47;Asia;3
112.75;-7.26;NA;16
112.94;28.23;Asia;3
113.2;23.4;Asia;12
113.26;23.13;Asia;4
113.55;22.8;Asia;2
113.63;34.75;Asia;22
113.67;-8.18;Asia;2
113.81;23.1;Asia;2
113.92;-0.79;Asia;110
113.97;22.4;Asia;19
113.97;22.54;Asia;29
114.06;22.54;Asia;10
114.11;22.4;Asia;217
114.15;22.33;NA;6
114.18;22.25;Asia;3
114.18;22.3;NA;3
114.2;22.32;Asia;14
114.37;-8.22;Asia;2
114.55;0.96;Asia;2
114.73;4.54;Asia;6
115.06;-30.51;NA;2
115.08;-33.95;Australia;9
115.08;-8.83;NA;2
115.09;-8.34;Asia;1631
115.09;-8.11;Asia;5
115.1;-8.37;Asia;2
115.13;-8.64;Asia;5
115.13;-8.62;Asia;9
115.14;-8.65;Asia;3
115.15;-8.68;Asia;2
115.16;-8.68;Asia;2
115.17;-8.75;Asia;12
115.17;-8.74;Asia;70
115.17;-8.72;Asia;2
115.17;-8.7;Asia;2
115.17;-8.69;Asia;6
115.18;-8.72;Asia;10
115.18;-8.58;Asia;4
115.21;-8.67;Asia;39
115.22;-8.83;NA;4
115.26;-8.71;Asia;2
115.26;-8.51;Asia;8
115.32;-8.57;Asia;5
115.35;-33.66;Australia;4
115.44;-8.71;NA;27
115.66;-2.22;Asia;11
115.66;39.02;Asia;2
115.74;-32.06;Australia;5
115.76;-32.07;Australia;7
115.77;-31.82;Australia;2
115.86;-31.95;Australia;417
115.89;-31.99;Australia;2
116.13;-33.95;Australia;2
116.32;-8.65;Asia;19
116.4;39.94;Asia;3
116.41;39.9;Asia;21
116.42;0.54;Asia;4
116.77;-8.84;NA;4
116.82;-20.75;Australia;2
117.03;32.66;Asia;2
117.14;-0.49;Asia;2
117.92;26.48;Asia;4
117.92;35.89;Asia;2
118.12;24.48;Asia;2
118.73;9.74;Asia;3
118.79;9.97;Asia;12
119.43;-5.15;Asia;3
119.46;11.21;Asia;3
119.65;-4.77;Asia;49
119.88;-0.9;Asia;3
120.07;15.07;Asia;2
120.15;30.19;Asia;32
120.28;14.84;Asia;4
120.39;17.57;Asia;3
120.45;23.48;Asia;2
120.52;16.11;Asia;2
120.56;14.6;Asia;8
120.59;15.14;Asia;2
120.6;16.4;Asia;6
120.62;15.08;Asia;3
120.67;24.15;Asia;2
120.88;14.25;Asia;2
120.9;14.48;NA;4
120.91;14.32;Asia;2
120.96;23.7;Asia;9
120.97;14.46;Asia;2
120.97;14.77;Asia;5
120.97;24.8;Asia;4
120.97;24.81;Asia;8
120.98;14.6;Asia;242
120.98;14.7;Asia;5
120.99;14.44;Asia;20
121.01;14.55;Asia;3
121.01;14.6;Asia;2
121.02;14.48;Asia;5
121.02;14.49;Asia;6
121.02;14.51;Asia;9
121.02;14.55;Asia;68
121.02;14.59;Asia;2
121.02;14.61;Asia;16
121.03;14.48;Asia;2
121.03;14.74;Asia;2
121.04;14.35;Asia;3
121.04;14.57;Asia;3
121.04;14.58;Asia;17
121.04;14.68;Asia;35
121.05;14.52;Asia;7
121.05;14.55;Asia;6
121.06;13.76;Asia;2
121.06;14.65;Asia;2
121.08;14.68;Asia;8
121.08;23.9;Asia;4
121.09;14.58;Asia;13
121.1;14.59;Asia;3
121.11;14.64;Asia;6
121.12;14.63;Asia;2
121.13;14.19;Asia;11
121.14;14.56;Asia;2
121.17;15;Asia;2
121.46;25.02;Asia;3
121.47;14.14;Asia;2
121.47;31.23;Asia;8
121.5;25.26;Asia;2
121.51;25.04;Asia;2
121.56;29.8;Asia;2
121.57;15.73;Asia;2
121.57;25.03;Asia;33
121.62;13.94;Asia;2
121.63;-27.67;Australia;100
121.77;12.88;NA;311
121.8;39.06;Asia;2
121.89;-33.86;NA;3
121.92;11.98;NA;24
121.93;11.97;NA;2
122;13;NA;8
122.22;-17.93;NA;2
122.56;10.72;NA;6
122.97;10.64;Asia;3
123.31;9.31;Asia;2
123.34;8.51;Asia;3
123.65;13.32;Asia;2
123.74;11.2;Asia;6
123.79;10.32;Asia;5
123.89;10.31;Asia;16
123.89;10.32;Asia;22
123.89;10.61;Asia;6
123.9;10.3;Asia;6
123.94;10.44;Asia;2
123.99;10.31;NA;3
124.12;12.92;Asia;2
124.18;24.41;Asia;2
124.63;8.45;Asia;14
124.73;9.17;Asia;2
124.84;1.47;Asia;3
124.96;11.25;Asia;2
125.17;6.12;Asia;3
125.28;24.81;Asia;5
125.32;8.02;Asia;2
125.46;7.19;Asia;21
126.05;9.85;Asia;18
126.09;7.3;Asia;2
126.15;9.78;NA;4
126.16;9.1;Asia;2
126.71;37.46;Asia;4
126.85;35.16;Asia;2
126.91;37.55;Asia;2
126.98;37.57;Asia;138
127;37.56;Asia;2
127.03;37.48;Asia;78
127.04;37.5;Asia;4
127.05;36.81;Asia;2
127.05;37.52;Asia;4
127.52;37.41;Asia;7
127.54;50.27;Europe;5
127.68;26.21;Asia;37
127.69;26.21;Asia;2
127.69;26.22;Asia;22
127.69;26.23;Asia;9
127.76;26.31;Asia;2
127.76;26.32;Asia;38
127.77;35.91;Asia;20
127.81;26.33;Asia;4
127.87;26.51;NA;3
127.96;26.64;Asia;2
127.98;37.66;Asia;2
128.43;27.04;NA;5
128.6;35.25;Asia;2
128.9;36.47;Asia;2
129.07;32.98;Asia;12
129.08;35.18;Asia;54
129.36;28.27;Asia;5
129.5;28.38;Asia;2
129.72;33.17;Asia;8
129.88;32.75;Asia;2
130.19;32.84;Asia;8
130.2;33.56;Asia;4
130.39;33.59;Asia;9
130.4;33.58;Asia;9
130.4;33.59;Asia;275
130.42;33.59;Asia;3
130.42;33.61;Asia;53
130.49;33.77;Asia;3
130.51;31.55;Asia;3
130.52;33.5;Asia;2
130.53;33.49;Asia;3
130.67;33.59;Asia;2
130.71;32.8;Asia;13
130.71;32.83;Asia;2
130.74;32.79;Asia;8
130.85;-12.46;NA;6
130.88;33.87;Asia;5
130.88;33.88;Asia;6
130.92;33.31;Asia;20
130.96;32.65;Asia;6
131.25;33.95;Asia;3
131.42;31.91;Asia;32
131.47;34.19;Asia;126
131.61;33.24;Asia;3
132.34;34.36;Asia;2
132.46;34.39;Asia;25
132.46;34.4;Asia;12
132.77;33.84;Asia;9
132.84;35.39;Asia;3
132.93;32.99;Asia;2
133.01;33.02;Asia;19
133.05;35.47;Asia;30
133.06;35.47;Asia;2
133.2;34.41;Asia;3
133.36;34.49;Asia;12
133.53;33.56;Asia;4
133.54;33.56;Asia;8
133.74;34.25;Asia;10
133.75;34.6;Asia;2
133.77;34.59;Asia;651
133.78;-25.27;Australia;1943
133.88;-23.7;Australia;7
133.9;34.67;Asia;6
133.91;34.67;Asia;2
133.92;34.66;Asia;37
133.92;34.67;Asia;3
133.93;34.66;Asia;2
134;35.07;Asia;23
134.04;34.34;Asia;2
134.19;34.49;NA;2
134.24;34.26;Asia;2
134.24;35.5;Asia;7
134.4;34.23;Asia;3
134.55;34.86;Asia;2
134.56;34.07;Asia;2
134.6;34.09;Asia;2
134.63;33.95;Asia;20
134.66;33.92;Asia;2
134.69;34.82;Asia;4
134.87;34.72;Asia;2
134.87;34.74;Asia;2
135;-82.86;Antarctica;4
135;34.64;NA;320
135.06;35.62;Asia;4
135.07;48.5;Europe;4
135.15;34.53;NA;2
135.17;34.23;Asia;5
135.17;34.68;Asia;10
135.18;34.23;Asia;2
135.18;34.69;Asia;30
135.2;34.69;Asia;13
135.2;34.7;Asia;3
135.28;34.25;Asia;2
135.28;34.66;Asia;2
135.3;34.74;Asia;2
135.34;34.74;Asia;3
135.36;34.75;Asia;5
135.37;34.46;Asia;51
135.41;34.73;Asia;4
135.42;34.48;Asia;3
135.42;34.49;Asia;2
135.43;34.73;Asia;7
135.43;34.82;Asia;2
135.46;34.53;Asia;7
135.48;34.57;Asia;4
135.49;34.68;Asia;2
135.49;34.69;Asia;10
135.49;34.7;Asia;76
135.49;34.72;Asia;2
135.49;34.77;Asia;3
135.5;34.55;Asia;4
135.5;34.66;Asia;61
135.5;34.67;Asia;11
135.5;34.68;Asia;2
135.5;34.69;Asia;359
135.5;34.7;Asia;11
135.51;34.64;Asia;16
135.51;34.65;Asia;11
135.51;34.68;Asia;6
135.51;34.69;Asia;6
135.52;34.69;Asia;27
135.53;34.54;Asia;2
135.54;34.54;Asia;12
135.56;34.54;Asia;2
135.56;34.67;Asia;2
135.6;34.57;Asia;4
135.6;34.68;Asia;2
135.62;34.85;Asia;2
135.69;34.93;Asia;2
135.74;35.04;Asia;4
135.76;34.93;Asia;4
135.76;34.94;Asia;2
135.76;35.02;Asia;2
135.77;35.01;Asia;51
135.81;34.69;Asia;8
135.85;-34.73;Australia;26
135.85;35.02;Asia;22
135.87;35;Asia;8
135.87;35.01;Asia;3
135.94;35.01;Asia;18
136.21;-30;Australia;23
136.22;36.06;Asia;3
136.22;36.07;Asia;10
136.26;35.27;Asia;44
136.28;35.38;Asia;2
136.31;36.3;Asia;4
136.48;36.4;Asia;18
136.51;34.73;Asia;5
136.63;36.59;Asia;2
136.65;36.58;Asia;3
136.66;36.56;Asia;3
136.68;35.06;Asia;19
136.72;35.39;Asia;6
136.76;35.42;Asia;2
136.88;34.33;NA;2
136.88;36.68;Asia;3
136.9;35.16;Asia;2
136.9;35.17;Asia;7
136.91;35.16;Asia;15
136.91;35.17;Asia;3
136.91;35.18;Asia;141
136.96;35.67;Asia;2
136.98;-35.24;Australia;2
137.08;34.94;Asia;18
137.15;35.18;Asia;3
137.16;35.08;Asia;3
137.17;34.95;Asia;2
137.25;36.15;Asia;5
137.38;34.83;Asia;2
137.39;34.77;Asia;20
137.73;34.71;Asia;100
137.79;34.75;Asia;7
137.85;34.72;Asia;5
137.85;34.73;Asia;2
137.86;36.7;Asia;2
138.04;34.67;Asia;2
138.13;34.64;Asia;9
138.18;36.65;Asia;7
138.19;36.65;Asia;3
138.22;34.74;Asia;2
138.25;36.2;Asia;847
138.37;38.02;Asia;2
138.38;34.98;Asia;394
138.48;-35.19;Australia;30
138.49;35.02;Asia;7
138.5;-35.5;Australia;5
138.57;35.66;Asia;3
138.57;37.36;Asia;2
138.6;-34.93;Australia;54
138.67;-34.67;Australia;6
138.68;35.16;Asia;17
138.85;37.45;Asia;11
138.9;35.11;Asia;3
138.91;35.11;Asia;5
138.92;35.12;Asia;5
138.93;34.66;Asia;2
138.94;34.86;Asia;3
138.95;34.68;Asia;10
138.95;34.98;Asia;52
138.99;36.51;Asia;2
139;36.32;Asia;8
139.01;36.32;Asia;2
139.02;37.9;Asia;7
139.04;37.92;NA;54
139.06;36.39;Asia;1649
139.15;35.26;Asia;8
139.19;36.24;Asia;2
139.2;35.28;Asia;2
139.26;34.38;NA;37
139.27;34.37;NA;19
139.32;35.67;Asia;10
139.34;35.49;Asia;2
139.35;35.34;Asia;176
139.37;35.57;Asia;4
139.38;35.35;Asia;231
139.39;35.33;Asia;2
139.39;36.14;Asia;2
139.4;35.33;Asia;212
139.41;35.33;Asia;68
139.41;35.49;Asia;3
139.41;35.71;Asia;3
139.41;35.85;Asia;3
139.42;35.36;Asia;8
139.43;35.33;Asia;8
139.43;35.39;Asia;2
139.43;35.53;Asia;9
139.44;35.34;Asia;121
139.44;35.55;Asia;23
139.44;35.65;Asia;6
139.44;35.68;Asia;17
139.44;35.8;Asia;3
139.45;35.32;Asia;2
139.45;35.7;Asia;2
139.46;35.32;Asia;6
139.47;35.32;Asia;22
139.47;35.33;Asia;3
139.47;35.4;Asia;2
139.47;35.8;Asia;5
139.48;35.3;Asia;48
139.48;35.31;Asia;212
139.48;35.34;Asia;227
139.48;35.67;Asia;33
139.48;35.73;Asia;12
139.48;35.91;Asia;2
139.49;35.31;Asia;11
139.49;35.34;Asia;63
139.49;35.93;Asia;7
139.5;35.32;Asia;4
139.5;35.54;Asia;3
139.51;35.3;Asia;31
139.52;35.35;Asia;2
139.54;35.34;Asia;19
139.54;35.55;Asia;29
139.55;35.32;Asia;227
139.55;35.59;Asia;2
139.56;35.68;Asia;5
139.57;35.7;Asia;2
139.57;35.73;Asia;26
139.58;35.3;Asia;4
139.58;35.54;Asia;4
139.58;35.59;Asia;2
139.58;35.66;Asia;3
139.58;35.99;Asia;8
139.59;35.27;Asia;2
139.6;35.56;Asia;4
139.61;35.44;Asia;4
139.61;35.74;Asia;10
139.62;35.45;Asia;2
139.62;35.46;Asia;3
139.63;35.45;Asia;3
139.63;35.49;Asia;4
139.63;35.61;Asia;5
139.63;35.89;Asia;11
139.63;35.9;Asia;28
139.64;35.44;Asia;277
139.64;35.45;Asia;233
139.64;35.7;Asia;5
139.64;35.89;Asia;5
139.65;35.44;Asia;2
139.65;35.64;Asia;2
139.65;35.65;Asia;41
139.65;35.71;Asia;2
139.65;35.86;Asia;100
139.66;35.58;Asia;4
139.67;35.28;Asia;45
139.67;35.64;Asia;9
139.67;35.74;Asia;3
139.68;35.62;Asia;2
139.68;35.66;Asia;2
139.68;35.73;Asia;6
139.68;35.87;Asia;2
139.69;35.69;Asia;1168
139.69;35.71;Asia;6
139.7;35.53;Asia;16
139.7;35.65;Asia;24
139.7;35.66;Asia;514
139.7;35.67;Asia;20
139.7;35.69;Asia;42
139.71;35.64;Asia;7
139.71;35.65;Asia;40
139.71;35.67;Asia;87
139.71;35.68;Asia;4
139.71;35.7;Asia;2
139.71;35.73;Asia;10
139.71;35.74;Asia;2
139.71;35.75;Asia;2
139.72;35.65;Asia;2
139.72;35.69;Asia;2
139.72;35.73;Asia;17
139.72;35.81;Asia;3
139.73;35.61;Asia;14
139.73;35.65;Asia;11
139.73;35.71;Asia;183
139.74;35.65;Asia;10
139.74;35.67;Asia;4
139.74;35.69;Asia;2
139.74;35.7;Asia;8
139.75;35.65;Asia;16
139.75;35.66;Asia;39
139.75;35.69;Asia;4
139.75;35.71;Asia;2
139.76;35.65;Asia;24
139.76;35.67;Asia;2
139.77;35.67;Asia;2
139.77;35.68;Asia;2
139.78;35.62;Asia;2
139.78;35.63;Asia;3
139.78;36.26;Asia;2
139.79;35.71;Asia;12
139.79;35.72;Asia;12
139.79;35.73;Asia;72
139.79;35.89;Asia;17
139.8;35.71;Asia;13
139.8;35.78;Asia;8
139.8;36.31;Asia;2
139.82;35.7;Asia;9
139.82;35.79;Asia;5
139.83;35.88;Asia;5
139.85;39.89;Asia;2
139.86;35.3;Asia;28
139.87;35.83;Asia;3
139.88;35.75;Asia;5
139.88;35.76;Asia;25
139.88;36.56;Asia;9
139.9;35.65;NA;3
139.91;35.69;Asia;2
139.93;35.72;Asia;25
139.96;35.85;Asia;3
139.98;35.69;Asia;28
139.98;35.86;Asia;2
139.98;35.87;Asia;11
139.98;36.31;Asia;7
140.02;-22.74;Australia;7
140.06;35.64;Asia;112
140.09;35.64;Asia;2
140.1;35.11;Asia;2
140.1;35.6;Asia;4
140.1;35.72;Asia;2
140.1;39.72;Asia;6
140.11;35.61;Asia;16
140.12;35.61;Asia;100
140.14;35.95;Asia;3
140.16;35.54;Asia;6
140.18;35.91;Asia;2
140.31;35.52;Asia;4
140.32;35.15;NA;2
140.33;35.17;NA;11
140.34;38.26;Asia;2
140.35;35.19;Asia;190
140.36;38.24;Asia;2
140.37;35.37;Asia;2
140.39;35.25;Asia;7
140.45;35.53;Asia;2
140.45;36.34;Asia;27
140.46;36.38;Asia;2
140.46;40.59;Asia;12
140.47;37.75;Asia;8
140.47;37.76;Asia;2
140.49;35.66;Asia;33
140.51;35.6;Asia;2
140.57;36.31;Asia;9
140.64;35.92;Asia;8
140.64;35.97;Asia;2
140.65;42.85;Asia;3
140.66;35.89;Asia;3
140.71;41.76;NA;6
140.72;38.42;Asia;3
140.73;41.77;NA;30
140.73;41.8;Asia;3
140.78;-37.83;Australia;2
140.87;38.26;Asia;3
140.87;38.27;Asia;18
140.89;37.05;Asia;3
